symptom1,symptom2,Similarity
C0006625,S318,0.834
C0006625,S321,0.853
C0006625,S325,0.772
C0006625,S327,0.675
C0006625,S33,0.798
C0006625,S330,0.815
C0006625,S333,0.78
C0006625,S334,0.792
C0006625,S335,0.739
C0006625,S343,0.862
C0006625,S345,0.812
C0006625,S346,0.885
C0006625,S349,0.857
C0033687,C0039070,0.747
C0033687,C0040822,0.875
C0033687,C0234376,0.794
C0033687,C0003578,0.806
C0033687,C3714756,0.869
C0033687,C0020796,0.799
C0033687,C0018776,0.747
C0033687,C0042571,0.81
C0033687,C0234133,0.776
C0033687,C0234132,0.75
C0033687,C0234378,0.707
C0033687,S02,0.849
C0033687,S06,0.891
C0033687,S07,0.876
C0033687,S08,0.864
C0033687,S102,0.886
C0033687,S103,0.864
C0033687,S104,0.827
C0033687,S106,0.874
C0033687,S109,0.873
C0033687,S111,0.815
C0033687,S112,0.905
C0033687,S114,0.883
C0033687,S115,0.731
C0033687,S116,0.766
C0033687,S119,0.664
C0033687,S120,0.772
C0033687,S121,0.785
C0033687,S125,0.724
C0033687,S128,0.813
C0033687,S137,0.824
C0033687,S138,1.0
C0033687,S14,0.874
C0033687,S142,0.759
C0033687,S144,0.882
C0033687,S145,0.789
C0033687,S147,0.86
C0033687,S148,0.881
C0033687,S15,0.77
C0033687,S150,0.856
C0033687,S155,0.863
C0033687,S158,0.735
C0033687,S159,0.847
C0033687,S161,0.886
C0033687,S162,0.789
C0033687,S163,0.784
C0033687,S169,0.809
C0033687,S17,0.903
C0033687,S170,0.834
C0033687,S172,0.791
C0033687,S177,0.897
C0033687,S182,0.765
C0033687,S183,0.784
C0033687,S185,0.896
C0033687,S189,0.835
C0033687,S190,0.817
C0033687,S192,0.859
C0033687,S20,0.898
C0033687,S200,0.821
C0033687,S21,0.904
C0033687,S213,0.885
C0033687,S214,0.862
C0033687,S215,0.894
C0033687,S216,0.85
C0033687,S217,0.868
C0033687,S22,0.833
C0033687,S221,0.735
C0033687,S234,0.77
C0033687,S244,0.806
C0033687,S246,0.873
C0033687,S25,0.904
C0033687,S252,0.829
C0033687,S260,0.794
C0033687,S27,0.894
C0033687,S273,0.773
C0033687,S279,0.844
C0033687,S282,0.879
C0033687,S286,0.739
C0033687,S291,0.756
C0033687,S294,0.886
C0033687,S297,0.85
C0033687,S299,0.864
C0033687,S30,0.884
C0033687,S300,0.869
C0033687,S306,0.892
C0033687,S309,0.667
C0033687,S313,0.886
C0033687,S314,0.747
C0033687,S318,0.799
C0033687,S321,0.847
C0033687,S325,0.746
C0033687,S327,0.659
C0033687,S33,0.79
C0033687,S330,0.805
C0033687,S333,0.755
C0033687,S334,0.781
C0033687,S335,0.744
C0033687,S343,0.872
C0033687,S345,0.778
C0033687,S346,0.892
C0006625,S350,0.857
C0006625,S355,0.838
C0006625,S358,0.788
C0006625,S359,0.871
C0006625,S360,0.788
C0006625,S363,0.809
C0006625,S368,0.857
C0006625,S375,0.73
C0006625,S38,0.87
C0006625,S380,0.794
C0006625,S387,0.878
C0006625,S388,0.746
C0006625,S389,0.639
C0006625,S39,0.79
C0006625,S397,0.881
C0006625,S398,0.885
C0006625,S404,0.848
C0006625,S408,0.75
C0006625,S410,0.8
C0006625,S411,0.852
C0006625,S418,0.862
C0006625,S42,0.832
C0006625,S420,0.814
C0006625,S422,0.703
C0006625,S428,0.867
C0006625,S430,0.697
C0006625,S431,0.691
C0006625,S437,0.812
C0006625,S44,0.863
C0006625,S443,0.791
C0006625,S444,0.78
C0006625,S445,0.863
C0006625,S446,0.802
C0006625,S447,0.806
C0006625,S449,0.808
C0006625,S456,0.825
C0006625,S462,0.858
C0006625,S463,0.787
C0006625,S464,0.822
C0006625,S466,0.8
C0006625,S475,0.675
C0006625,S476,0.675
C0006625,S477,0.675
C0006625,S478,0.739
C0006625,S479,0.857
C0006625,S48,0.807
C0006625,S483,0.817
C0006625,S497,0.813
C0006625,S498,0.83
C0006625,S499,0.823
C0006625,S500,0.75
C0006625,S501,0.81
C0006625,S502,0.778
C0006625,S503,0.767
C0006625,S62,0.86
C0006625,S64,0.851
C0006625,S65,0.841
C0006625,S66,0.835
C0006625,S69,0.744
C0006625,S71,0.8
C0006625,S73,0.79
C0006625,S75,0.862
C0006625,S80,0.834
C0006625,S86,0.87
C0006625,S87,0.886
C0006625,S88,0.83
C0006625,S90,0.862
C0006625,S95,0.875
C0006625,S96,0.814
C0006625,S98,0.879
C0027498,C0018777,0.869
C0027498,C0015967,0.895
C0027498,C3552463,0.858
C0027498,C0023014,0.756
C0027498,C0015672,0.917
C0027498,C0271215,0.843
C0027498,C0028754,0.86
C0027498,C0028756,0.774
C0027498,C3203358,0.804
C0027498,C0031154,0.814
C0027498,C0000737,0.943
C0027498,C0086565,0.81
C0027498,C0019214,0.797
C0027498,C0235153,0.784
C0027498,C0018784,0.882
C0027498,C0020455,0.764
C0027498,C0020438,0.781
C0027498,C0020538,0.87
C0027498,C0751837,0.833
C0027498,C0009460,0.804
C0027498,C0151825,0.848
C0027498,C0162298,0.866
C0027498,C0086437,0.877
C0027498,C0003862,0.902
C0027498,C0152031,0.801
C0027498,C0035229,0.818
C0027498,C0231835,0.655
C0027498,C0013404,0.878
C0027498,C0476273,0.823
C0027498,C1145670,0.818
C3552463,S62,0.865
C3552463,S64,0.845
C3552463,S65,0.828
C3552463,S66,0.776
C3552463,S69,0.745
C3552463,S71,0.835
C3552463,S73,0.784
C3552463,S75,0.874
C3552463,S80,0.847
C3552463,S86,0.855
C3552463,S87,0.843
C3552463,S88,0.82
C3552463,S90,0.849
C3552463,S95,0.859
C3552463,S96,0.793
C3552463,S98,0.849
C0023014,C0015672,0.731
C0023014,C0271215,0.756
C0023014,C0028754,0.711
C0023014,C0028756,0.747
C0023014,C3203358,0.756
C0023014,C0031154,0.731
C0023014,C0000737,0.734
C0023014,C0086565,0.725
C0023014,C0019214,0.719
C0023014,C0235153,0.754
C0023014,C0018784,0.728
C0023014,C0020455,0.756
C0023014,C0020438,0.742
C0023014,C0020538,0.747
C0023014,C0751837,0.779
C0023014,C0009460,0.806
C0023014,C0151825,0.73
C0023014,C0162298,0.753
C0023014,C0086437,0.748
C0023014,C0003862,0.733
C0023014,C0152031,0.726
C0023014,C0035229,0.745
C0023014,C0231835,0.69
C0023014,C0013404,0.747
C0023014,C0476273,0.737
C0023014,C1145670,0.745
C0023014,C0009421,0.761
C0023014,C0026838,0.732
C0023014,C0026846,0.75
C0023014,C0151786,0.737
C0023014,C0015644,0.739
C0023014,C0026826,0.759
C0023014,C0013421,0.743
C0023014,C0027066,0.77
C0023014,C0542476,0.766
C0023014,C0751295,0.766
C0023014,C0002622,0.772
C0023014,C0234979,0.774
C0023014,C1838869,0.757
C0023014,C0003537,0.79
C0023014,C0917816,0.707
C0023014,C0221263,0.774
C0023014,C0010200,0.754
C0023014,C0178417,0.783
C0023014,C0231807,0.74
C0023014,C0162674,0.746
C0023014,C0427055,0.765
C0023014,C0476254,0.786
C0023014,C1963137,0.774
C0023014,C0231791,0.748
C0023014,C0005779,0.726
C0023014,C0042963,0.737
C0023014,C0237326,0.756
C0023014,C0016382,0.733
C0023014,C0151908,0.729
C0023014,C0085636,0.741
C0023014,C0022346,0.727
C0023014,C0033774,0.733
C0023014,C0034150,0.739
C0023014,C0015230,0.745
C0023014,C0155320,0.736
C0023014,C0018989,0.765
C0023014,C0022116,0.755
C0023014,C0018780,0.759
C0023014,C0032285,0.727
C0023014,C0026837,0.763
C0023014,C0427190,0.785
C0023014,C0152200,0.713
C0023014,C0231528,0.759
C0023014,C0746674,0.757
C0023014,C0240735,0.756
C0023014,C3668816,0.715
C0023014,C0002418,0.809
C0023014,C0009398,0.749
C0023014,C0700078,0.753
C0023014,C0270948,0.739
C0023014,C0035078,0.739
C0023014,C1963154,0.74
C0023014,C0019825,0.768
C0023014,C0456909,0.756
C0023014,C0003635,0.77
C0023014,C0013595,0.728
C0023014,C0042798,0.736
C0023014,C0023380,0.728
C0018777,C0751837,0.823
C0018777,C0009460,0.795
C0018777,C0151825,0.847
C0018777,C0162298,0.883
C0018777,C0086437,0.871
C0018777,C0003862,0.846
C0018777,C0152031,0.753
C0018777,C0035229,0.801
C0018777,C0231835,0.676
C0018777,C0013404,0.851
C0018777,C0476273,0.847
C0018777,C1145670,0.801
C0018777,C0009421,0.778
C0018777,C0026838,0.857
C0018777,C0026846,0.855
C0018777,C0151786,0.863
C0018777,C0015644,0.77
C0018777,C0026826,0.86
C0018777,C0013421,0.846
C0018777,C0027066,0.833
C0018777,C0542476,0.821
C0018777,C0751295,0.821
C0018777,C0002622,0.805
C0018777,C0234979,0.77
C0018777,C1838869,0.806
C0018777,C0003537,0.803
C0018777,C0917816,0.861
C0018777,C0221263,0.84
C0018777,C0010200,0.795
C0018777,C0178417,0.82
C0018777,C0231807,0.811
C0018777,C0162674,0.755
C0018777,C0427055,0.861
C0018777,C0476254,0.799
C0018777,C1963137,0.87
C0018777,C0231791,0.776
C0018777,C0005779,0.73
C0018777,C0042963,0.84
C0018777,C0237326,0.88
C0018777,C0016382,0.835
C0018777,C0151908,0.86
C0018777,C0085636,0.898
C0018777,C0022346,0.812
C0018777,C0033774,0.826
C0018777,C0034150,0.782
C0018777,C0015230,0.862
C0018777,C0155320,0.683
C0018777,C0018989,0.81
C0018777,C0022116,0.852
C0018777,C0018780,0.784
C0018777,C0032285,0.755
C0018777,C0026837,0.826
C0018777,C0427190,0.749
C0018777,C0152200,0.701
C0018777,C0231528,0.857
C0018777,C0746674,0.83
C0018777,C0240735,0.793
C0018777,C3668816,0.73
C0018777,C0002418,0.805
C0018777,C0009398,0.774
C0018777,C0700078,0.852
C0018777,C0270948,0.861
C0018777,C0035078,0.853
C0018777,C1963154,0.852
C0018777,C0019825,0.803
C0018777,C0456909,0.899
C0018777,C0003635,0.833
C0018777,C0013595,0.75
C0018777,C0042798,0.893
C0018777,C0023380,0.771
C0018777,C0234144,0.786
C0018777,C0013604,0.847
C0018777,C0037315,0.807
C0018777,C0037317,0.815
C0018777,C0851578,0.769
C0018777,C0241210,0.877
C0018777,C0020305,0.751
C0018777,C0398650,0.778
C0018777,C1262477,0.867
C0018777,C0043094,0.853
C0018777,C1384666,0.885
C0018777,C1691779,0.778
C0018777,C0030193,0.851
C0018777,C0020429,0.85
C0018777,C1860844,0.876
C0018777,C0018681,0.863
C0018777,C0012833,0.794
C0018777,C0206160,0.745
C0018777,C0033377,0.807
C0018777,C4020887,0.898
C0018777,C0018834,0.881
C0018777,C0008489,0.861
C0018777,C0006271,0.729
C0018777,C0030486,0.685
C0018777,C1836296,0.786
C0018777,C0032617,0.754
C0018777,C0042024,0.801
C0018777,C0007758,0.857
C0018777,C0014118,0.746
C0018777,C0008031,0.842
C0027498,C0009421,0.794
C0027498,C0026838,0.87
C0027498,C0026846,0.874
C0027498,C0151786,0.887
C0027498,C0015644,0.778
C0027498,C0026826,0.871
C0027498,C0013421,0.855
C0027498,C0027066,0.844
C0027498,C0542476,0.832
C0027498,C0751295,0.832
C0027498,C0002622,0.823
C0027498,C0234979,0.765
C0027498,C1838869,0.806
C0027498,C0003537,0.816
C0027498,C0917816,0.857
C0027498,C0221263,0.86
C0027498,C0010200,0.84
C0027498,C0178417,0.802
C0027498,C0231807,0.826
C0027498,C0162674,0.769
C0027498,C0427055,0.845
C0027498,C0476254,0.804
C0027498,C1963137,0.871
C0027498,C0231791,0.756
C0027498,C0005779,0.768
C0027498,C0042963,0.861
C0027498,C0237326,0.914
C0027498,C0016382,0.86
C0027498,C0151908,0.869
C0027498,C0085636,0.877
C0027498,C0022346,0.822
C0027498,C0033774,0.86
C0027498,C0034150,0.822
C0027498,C0015230,0.887
C0027498,C0155320,0.667
C0027498,C0018989,0.849
C0027498,C0022116,0.872
C0027498,C0018780,0.749
C0027498,C0032285,0.814
C0027498,C0026837,0.837
C0027498,C0427190,0.744
C0027498,C0152200,0.663
C0027498,C0231528,0.898
C0027498,C0746674,0.839
C0027498,C0240735,0.807
C0027498,C3668816,0.771
C0027498,C0002418,0.799
C0027498,C0009398,0.741
C0027498,C0700078,0.86
C0027498,C0270948,0.869
C0027498,C0035078,0.872
C0027498,C1963154,0.87
C0027498,C0019825,0.794
C0027498,C0456909,0.843
C0027498,C0003635,0.856
C0027498,C0013595,0.789
C0027498,C0042798,0.871
C0027498,C0023380,0.785
C0027498,C0234144,0.802
C0027498,C0013604,0.868
C0027498,C0037315,0.837
C0027498,C0037317,0.805
C0027498,C0851578,0.787
C0027498,C0241210,0.867
C0027498,C0020305,0.723
C0027498,C0398650,0.809
C0027498,C1262477,0.915
C0027498,C0043094,0.875
C0027498,C1384666,0.89
C0027498,C1691779,0.744
C0027498,C0030193,0.867
C0027498,C0020429,0.876
C0027498,C1860844,0.867
C0027498,C0018681,0.885
C0027498,C0012833,0.818
C0027498,C0206160,0.751
C0027498,C0033377,0.793
C0027498,C4020887,0.877
C0027498,C0018834,0.881
C0027498,C0008489,0.873
C0027498,C0006271,0.79
C0027498,C0030486,0.692
C0027498,C1836296,0.802
C0027498,C0032617,0.756
C0027498,C0042024,0.807
C0027498,C0007758,0.86
C0027498,C0014118,0.791
C0027498,C0008031,0.876
C0027498,C2364082,0.795
C0027498,C0003126,0.783
C0027498,C0023186,0.858
C0027498,C0751265,0.785
C0027498,C0042384,0.787
C0027498,C0040034,0.812
C0027498,C0231712,0.806
C0027498,C0021368,0.841
C0027498,C0030232,0.773
C0027498,C0029089,0.813
C0027498,C0005745,0.793
C0027498,C0003123,0.837
C0028756,C0034150,0.801
C0028756,C0015230,0.788
C0028756,C0155320,0.701
C0028756,C0018989,0.785
C0028756,C0022116,0.795
C0028756,C0018780,0.737
C0028756,C0032285,0.807
C0028756,C0026837,0.775
C0028756,C0427190,0.755
C0028756,C0152200,0.704
C0028756,C0231528,0.784
C0028756,C0746674,0.783
C0028756,C0240735,0.762
C0028756,C3668816,0.786
C0028756,C0002418,0.757
C0028756,C0009398,0.745
C0028756,C0700078,0.76
C0028756,C0270948,0.767
C0028756,C0035078,0.804
C0028756,C1963154,0.808
C0028756,C0019825,0.775
C0028756,C0456909,0.771
C0028756,C0003635,0.804
C0028756,C0013595,0.788
C0028756,C0042798,0.757
C0028756,C0023380,0.763
C0028756,C0234144,0.767
C0028756,C0013604,0.806
C0028756,C0037315,0.868
C0028756,C0037317,0.775
C0028756,C0851578,0.847
C0028756,C0241210,0.754
C0028756,C0020305,0.715
C0028756,C0398650,0.77
C0028756,C1262477,0.798
C0028756,C0043094,0.813
C0028756,C1384666,0.753
C0028756,C1691779,0.737
C0028756,C0030193,0.8
C0028756,C0020429,0.81
C0028756,C1860844,0.753
C0028756,C0018681,0.794
C0028756,C0012833,0.784
C0028756,C0206160,0.761
C0028756,C0033377,0.756
C0028756,C4020887,0.771
C0028756,C0018834,0.772
C0028756,C0008489,0.753
C0028756,C0006271,0.795
C0028756,C0030486,0.697
C0028756,C1836296,0.765
C0028756,C0032617,0.819
C0028756,C0042024,0.773
C0028756,C0007758,0.749
C0028756,C0014118,0.791
C0028756,C0008031,0.792
C0028756,C2364082,0.764
C0028756,C0003126,0.753
C0028756,C0023186,0.788
C0028756,C0751265,0.75
C0028756,C0042384,0.793
C0028756,C0040034,0.784
C0028756,C0231712,0.768
C0028756,C0021368,0.841
C0028756,C0030232,0.784
C0028756,C0029089,0.757
C0028756,C0005745,0.756
C0028756,C0003123,0.807
C0028756,C0271097,0.685
C0028756,C2931205,0.685
C0028756,C1568248,0.685
C0028756,C1568249,0.717
C0028756,C0699731,0.756
C0028756,C0086132,0.778
C0028756,C0020505,0.839
C0028756,C0013491,0.778
C0028756,C0023012,0.754
C0028756,C0023015,0.791
C0028756,C0973461,0.779
C0028756,C0233565,0.77
C0028756,C0039070,0.758
C0028756,C0040822,0.766
C0028756,C0234376,0.77
C0028756,C0003578,0.769
C0028756,C3714756,0.713
C0028756,C0020796,0.745
C0028756,C0018776,0.739
C0028756,C0042571,0.784
C0028756,C0234133,0.724
C0028756,C0234132,0.751
C0028756,C0234378,0.721
C0028756,S02,0.785
C0028756,S06,0.767
C0028756,S07,0.781
C0028756,S08,0.809
C0028756,S102,0.781
C0028756,S103,0.754
C0028756,S104,0.807
C0028756,S106,0.787
C0028756,S109,0.782
C0027498,S318,0.814
C0027498,S321,0.837
C0027498,S325,0.744
C0027498,S327,0.663
C0027498,S33,0.801
C0027498,S330,0.807
C0027498,S333,0.771
C0027498,S334,0.799
C0027498,S335,0.741
C0027498,S343,0.86
C0027498,S345,0.785
C0027498,S346,0.869
C0027498,S349,0.872
C0027498,S350,0.87
C0027498,S355,0.843
C0027498,S358,0.779
C0027498,S359,0.856
C0027498,S360,0.789
C0027498,S363,0.802
C0027498,S368,0.837
C0027498,S375,0.723
C0027498,S38,0.891
C0027498,S380,0.809
C0027498,S387,0.89
C0027498,S388,0.744
C0027498,S389,0.627
C0027498,S39,0.798
C0027498,S397,0.867
C0027498,S398,0.876
C0027498,S404,0.867
C0027498,S408,0.751
C0027498,S410,0.793
C0027498,S411,0.877
C0027498,S418,0.873
C0027498,S42,0.823
C0027498,S420,0.79
C0027498,S422,0.692
C0027498,S428,0.86
C0027498,S430,0.685
C0027498,S431,0.701
C0027498,S437,0.791
C0027498,S44,0.86
C0027498,S443,0.795
C0027498,S444,0.783
C0027498,S445,0.858
C0027498,S446,0.785
C0027498,S447,0.787
C0027498,S449,0.812
C0027498,S456,0.806
C0027498,S462,0.841
C0027498,S463,0.773
C0027498,S464,0.813
C0027498,S466,0.793
C0027498,S475,0.669
C0027498,S476,0.669
C0027498,S477,0.669
C0027498,S478,0.729
C0027498,S479,0.872
C0027498,S48,0.84
C0027498,S483,0.799
C0027498,S497,0.813
C0027498,S498,0.851
C0027498,S499,0.798
C0027498,S500,0.748
C0027498,S501,0.818
C0027498,S502,0.778
C0027498,S503,0.742
C0027498,S62,0.861
C0027498,S64,0.87
C0027498,S65,0.86
C0027498,S66,0.822
C0027498,S69,0.742
C0027498,S71,0.822
C0027498,S73,0.794
C0027498,S75,0.874
C0027498,S80,0.854
C0027498,S86,0.875
C0027498,S87,0.885
C0027498,S88,0.839
C0027498,S90,0.881
C0027498,S95,0.915
C0027498,S96,0.807
C0027498,S98,0.898
C0018777,C0015967,0.846
C0018777,C3552463,0.857
C0018777,C0023014,0.752
C0018777,C0015672,0.863
C0018777,C0271215,0.899
C0018777,C0028754,0.856
C0018777,C0028756,0.755
C0018777,C3203358,0.813
C0018777,C0031154,0.767
C0018777,C0000737,0.868
C0018777,C0086565,0.779
C0018777,C0019214,0.765
C0018777,C0235153,0.749
C0018777,C0018784,0.91
C0018777,C0020455,0.761
C0018777,C0020438,0.784
C0018777,C0020538,0.854
C3203358,C0151908,0.794
C3203358,C0085636,0.797
C3203358,C0022346,0.758
C3203358,C0033774,0.77
C3203358,C0034150,0.759
C3203358,C0015230,0.79
C3203358,C0155320,0.716
C3203358,C0018989,0.773
C3203358,C0022116,0.801
C3203358,C0018780,0.778
C3203358,C0032285,0.757
C3203358,C0026837,0.811
C3203358,C0427190,0.768
C3203358,C0152200,0.719
C3203358,C0231528,0.805
C3203358,C0746674,0.8
C3203358,C0240735,0.78
C3203358,C3668816,0.745
C3203358,C0002418,0.784
C3203358,C0009398,0.759
C3203358,C0700078,0.79
C3203358,C0270948,0.779
C3203358,C0035078,0.794
C3203358,C1963154,0.795
C3203358,C0019825,0.791
C3203358,C0456909,0.801
C3203358,C0003635,0.797
C3203358,C0013595,0.747
C3203358,C0042798,0.788
C3203358,C0023380,0.738
C3203358,C0234144,0.784
C3203358,C0013604,0.781
C3203358,C0037315,0.782
C3203358,C0037317,0.799
C3203358,C0851578,0.777
C3203358,C0241210,0.803
C3203358,C0020305,0.769
C3203358,C0398650,0.763
C3203358,C1262477,0.8
C3203358,C0043094,0.788
C3203358,C1384666,0.775
C3203358,C1691779,0.774
C3203358,C0030193,0.803
C3203358,C0020429,0.81
C3203358,C1860844,0.799
C3203358,C0018681,0.796
C3203358,C0012833,0.797
C3203358,C0206160,0.75
C3203358,C0033377,0.807
C3203358,C4020887,0.797
C3203358,C0018834,0.831
C3203358,C0008489,0.767
C3203358,C0006271,0.739
C3203358,C0030486,0.718
C3203358,C1836296,0.791
C3203358,C0032617,0.764
C3203358,C0042024,0.778
C3203358,C0007758,0.771
C3203358,C0014118,0.744
C3203358,C0008031,0.791
C3203358,C2364082,0.803
C3203358,C0003126,0.805
C3203358,C0023186,0.821
C3203358,C0751265,0.806
C3203358,C0042384,0.755
C3203358,C0040034,0.791
C3203358,C0231712,0.792
C3203358,C0021368,0.772
C3203358,C0030232,0.74
C3203358,C0029089,0.807
C3203358,C0005745,0.807
C3203358,C0003123,0.771
C3203358,C0271097,0.725
C3203358,C2931205,0.725
C3203358,C1568248,0.725
C3203358,C1568249,0.773
C3203358,C0699731,0.772
C3203358,C0086132,0.776
C3203358,C0020505,0.806
C3203358,C0013491,0.781
C3203358,C0023012,0.803
C3203358,C0023015,0.81
C3203358,C0973461,0.789
C3203358,C0233565,0.799
C3203358,C0039070,0.778
C3203358,C0040822,0.804
C3203358,C0234376,0.77
C3203358,C0003578,0.783
C3203358,C3714756,0.743
C3203358,C0020796,0.801
C3203358,C0018776,0.777
C3203358,C0042571,0.797
C3203358,C0234133,0.778
C3203358,C0234132,0.761
C3203358,C0234378,0.727
C3203358,S02,0.787
C3203358,S06,0.807
C3203358,S07,0.769
C3203358,S08,0.804
C3203358,S102,0.795
C0028756,S111,0.771
C0028756,S112,0.765
C0028756,S114,0.757
C0028756,S115,0.747
C0028756,S116,0.782
C0028756,S119,0.7
C0028756,S120,0.792
C0028756,S121,0.801
C0028756,S125,0.753
C0028756,S128,0.792
C0028756,S137,0.822
C0028756,S138,0.789
C0028756,S14,0.801
C0028756,S142,0.803
C0028756,S144,0.819
C0028756,S145,0.787
C0028756,S147,0.792
C0028756,S148,0.8
C0028756,S15,0.819
C0028756,S150,0.755
C0028756,S155,0.76
C0028756,S158,0.747
C0028756,S159,0.77
C0028756,S161,0.749
C0028756,S162,1.0
C0028756,S163,0.769
C0028756,S169,0.796
C0028756,S17,0.779
C0028756,S170,0.841
C0028756,S172,0.797
C0028756,S177,0.747
C0028756,S182,0.754
C0028756,S183,0.774
C0028756,S185,0.828
C0028756,S189,0.767
C0028756,S190,0.794
C0028756,S192,0.773
C0028756,S20,0.779
C0028756,S200,0.791
C0028756,S21,0.759
C0028756,S213,0.754
C0028756,S214,0.788
C0028756,S215,0.762
C0028756,S216,0.752
C0028756,S217,0.751
C0028756,S22,0.808
C0028756,S221,0.745
C0028756,S234,0.753
C0028756,S244,0.757
C0028756,S246,0.716
C0028756,S25,0.798
C0028756,S252,0.765
C0028756,S260,0.79
C0028756,S27,0.783
C0028756,S273,0.761
C0028756,S279,0.775
C0028756,S282,0.782
C0028756,S286,0.748
C0028756,S291,0.773
C0028756,S294,0.763
C0028756,S297,0.77
C0028756,S299,0.765
C0028756,S30,0.777
C0028756,S300,0.771
C0028756,S306,0.788
C0028756,S309,0.701
C0028756,S313,0.795
C0028756,S314,0.737
C0028756,S318,0.807
C0028756,S321,0.775
C0028756,S325,0.755
C0028756,S327,0.704
C0028756,S33,0.774
C0028756,S330,0.762
C0028756,S333,0.786
